respondent_id,age,gender,profession,education_level,years_of_experience,hospital_type,hospital_location,ai_awareness_q1,ai_awareness_q2,ai_awareness_q3,ai_awareness_q4,ai_awareness_score,privacy_q1,privacy_q2,privacy_q3,privacy_q4,privacy_score,human_factor_q1,human_factor_q2,human_factor_q3,human_factor_q4,human_factor_score,infrastructure_q1,infrastructure_q2,infrastructure_q3,infrastructure_q4,infrastructure_q5,infrastructure_score,adoption_q1,adoption_q2,adoption_q3,adoption_q4,adoption_readiness_score,adoption_readiness_category
1134,28,Female,Doctor,Postgraduate/Doctoral,2,Public,Semi-Urban,4.0,3.0,4.0,4.0,3.75,5.0,5.0,4.0,,4.666666666666667,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,Medium
1135,38,Female,Healthcare Student,Bachelor's (completed),1,NGO/Other,Dhaka,3.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.75,4.0,4.0,5.0,5.0,5.0,4.6,5.0,5.0,4.0,5.0,4.75,High
1136,25,Male,Healthcare Student,Bachelor's (ongoing),1,Public,Semi-Urban,3.0,4.0,2.0,2.0,2.75,1.0,2.0,2.0,2.0,1.75,3.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,3.6,3.0,1.0,3.0,1.0,2.0,Low
1137,43,Male,Healthcare Student,Bachelor's (ongoing),1,Public,Semi-Urban,2.0,1.0,2.0,2.0,1.75,1.0,2.0,2.0,1.0,1.5,3.0,,2.0,3.0,2.6666666666666665,3.0,3.0,4.0,3.0,3.0,3.2,2.0,2.0,3.0,4.0,2.75,Medium
1138,34,Male,Doctor,Bachelor's (ongoing),7,Public,Rural,1.0,2.0,1.0,1.0,1.25,2.0,1.0,2.0,2.0,1.75,4.0,5.0,5.0,4.0,4.5,2.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,Low
1139,34,Male,Healthcare Student,Bachelor's (ongoing),0,Public,Rural,1.0,2.0,2.0,1.0,1.5,1.0,3.0,2.0,1.0,1.75,4.0,3.0,4.0,4.0,3.75,2.0,3.0,3.0,2.0,3.0,2.6,2.0,2.0,3.0,2.0,2.25,Low
1140,36,Female,Nurse,Bachelor's (completed),10,Public,Semi-Urban,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.75,3.0,3.0,,3.0,3.0,2.0,,2.0,1.0,2.0,1.75,4.0,2.0,3.0,3.0,3.0,Medium
1141,42,Male,Nurse,Bachelor's (completed),17,Public,Dhaka,4.0,3.0,4.0,4.0,3.75,3.0,,3.0,2.0,2.6666666666666665,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.8,3.0,3.0,3.0,4.0,3.25,Medium
1142,31,Female,Doctor,Postgraduate/Doctoral,6,Public,Dhaka,5.0,4.0,4.0,4.0,4.25,5.0,4.0,4.0,5.0,4.5,2.0,1.0,1.0,,1.3333333333333333,3.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.25,High
1143,38,Female,Other,Bachelor's (ongoing),12,Private,Rural,,4.0,3.0,,3.5,1.0,2.0,2.0,1.0,1.5,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium
1144,36,Female,Doctor,Postgraduate/Doctoral,9,Private,Other Urban,5.0,4.0,4.0,4.0,4.25,2.0,1.0,2.0,2.0,1.75,2.0,3.0,3.0,2.0,2.5,5.0,5.0,5.0,5.0,3.0,4.6,5.0,4.0,5.0,4.0,4.5,High
1145,29,Male,Healthcare Student,Bachelor's (ongoing),0,Not Applicable,Other Urban,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.5,4.0,3.0,3.0,3.0,3.0,3.2,3.0,3.0,4.0,3.0,3.25,Medium
1146,44,Male,IT Staff,Postgraduate/Doctoral,26,Private,Rural,3.0,3.0,2.0,3.0,2.75,4.0,3.0,4.0,,3.6666666666666665,4.0,3.0,2.0,2.0,2.75,5.0,5.0,4.0,5.0,4.0,4.6,5.0,5.0,5.0,4.0,4.75,High
1147,41,Female,Healthcare Student,Bachelor's (completed),1,NGO/Other,Rural,4.0,3.0,4.0,4.0,3.75,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.25,3.0,2.0,1.0,3.0,2.0,2.2,5.0,4.0,4.0,5.0,4.5,High
1148,38,Female,IT Staff,Bachelor's (completed),11,NGO/Other,Semi-Urban,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.5,4.0,3.0,3.0,4.0,3.5,3.0,1.0,2.0,,3.0,2.25,5.0,5.0,3.0,5.0,4.5,High
1149,43,Male,Healthcare Student,Bachelor's (completed),1,Private,Rural,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.75,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.25,Medium
1150,44,Female,Doctor,Bachelor's (completed),22,Private,Dhaka,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.5,3.0,4.0,4.0,4.0,3.75,4.0,3.0,3.0,3.0,3.0,3.2,2.0,2.0,1.0,2.0,1.75,Low
1151,39,Male,Doctor,Postgraduate/Doctoral,15,Public,Semi-Urban,2.0,3.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,2.0,2.25,4.0,3.0,4.0,4.0,3.0,3.6,3.0,4.0,3.0,2.0,3.0,Medium
1152,42,Female,Hospital Administrator,Bachelor's (ongoing),15,Public,Not Applicable,1.0,2.0,1.0,1.0,1.25,2.0,3.0,3.0,3.0,2.75,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.4,3.0,5.0,4.0,4.0,4.0,High
1153,39,Male,Nurse,Bachelor's (completed),10,Public,Dhaka,1.0,2.0,1.0,1.0,1.25,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.4,1.0,1.0,1.0,1.0,1.0,Low
1154,38,Male,Doctor,Bachelor's (completed),16,Public,Dhaka,4.0,5.0,3.0,5.0,4.25,3.0,2.0,3.0,2.0,2.5,4.0,2.0,2.0,2.0,2.5,5.0,3.0,,5.0,3.0,4.0,2.0,2.0,3.0,2.0,2.25,Low
1155,37,Male,Doctor,Bachelor's (ongoing),10,Private,Semi-Urban,4.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,4.25,4.0,5.0,5.0,4.0,4.5,2.0,1.0,2.0,2.0,2.0,1.8,2.0,3.0,3.0,1.0,2.25,Low
1156,40,Male,Nurse,Secondary/HSC,11,Public,Other Urban,2.0,3.0,4.0,1.0,2.5,4.0,5.0,4.0,5.0,4.5,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.4,2.0,2.0,2.0,2.0,2.0,Low
1157,27,Male,Doctor,Bachelor's (completed),4,Private,Dhaka,3.0,2.0,3.0,2.0,2.5,3.0,4.0,3.0,5.0,3.75,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.8,4.0,5.0,4.0,3.0,4.0,High
1158,44,Male,Doctor,Postgraduate/Doctoral,12,NGO/Other,Dhaka,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.25,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.6,2.0,4.0,2.0,5.0,3.25,Medium
1159,44,Male,Other,Bachelor's (ongoing),11,Private,Dhaka,2.0,4.0,3.0,2.0,2.75,2.0,3.0,2.0,3.0,2.5,3.0,3.0,3.0,2.0,2.75,3.0,3.0,4.0,4.0,3.0,3.4,4.0,4.0,4.0,4.0,4.0,High
1160,23,Female,Nurse,Bachelor's (ongoing),0,Public,Dhaka,5.0,3.0,4.0,3.0,3.75,3.0,2.0,3.0,2.0,2.5,2.0,,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.6,4.0,3.0,4.0,3.0,3.5,Medium
1161,42,Male,Other,Postgraduate/Doctoral,22,Public,Rural,4.0,4.0,4.0,3.0,3.75,4.0,5.0,5.0,4.0,4.5,2.0,3.0,3.0,3.0,2.75,2.0,,1.0,2.0,2.0,1.75,3.0,4.0,4.0,3.0,3.5,Medium
1162,26,Female,Other,Postgraduate/Doctoral,2,Public,Other Urban,5.0,4.0,4.0,4.0,4.25,3.0,2.0,3.0,3.0,2.75,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,5.0,5.0,4.0,4.25,High
1163,31,Female,Doctor,Bachelor's (completed),8,Not Applicable,Semi-Urban,4.0,2.0,3.0,4.0,3.25,2.0,,1.0,2.0,1.6666666666666667,3.0,2.0,3.0,2.0,2.5,4.0,3.0,3.0,4.0,4.0,3.6,5.0,5.0,5.0,5.0,5.0,High
1164,40,Male,IT Staff,Bachelor's (completed),8,Private,Dhaka,4.0,4.0,5.0,4.0,4.25,2.0,3.0,3.0,3.0,2.75,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.25,Medium
1165,27,Male,Hospital Administrator,Bachelor's (completed),1,Private,Chattogram,4.0,4.0,5.0,5.0,4.5,3.0,3.0,4.0,3.0,3.25,4.0,2.0,3.0,,3.0,4.0,4.0,3.0,3.0,,3.5,3.0,3.0,2.0,4.0,3.0,Medium
1166,42,Female,IT Staff,Bachelor's (completed),13,Private,Dhaka,3.0,2.0,3.0,2.0,2.5,1.0,2.0,2.0,1.0,1.5,4.0,3.0,3.0,3.0,3.25,3.0,4.0,4.0,3.0,3.0,3.4,4.0,4.0,5.0,4.0,4.25,High
1167,42,Female,Doctor,Postgraduate/Doctoral,14,Private,Rural,5.0,4.0,5.0,5.0,4.75,4.0,4.0,4.0,3.0,3.75,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.8,3.0,3.0,3.0,3.0,3.0,Medium
1168,34,Male,Doctor,Postgraduate/Doctoral,9,Private,Rural,5.0,4.0,5.0,5.0,4.75,4.0,5.0,5.0,,4.666666666666667,2.0,2.0,1.0,2.0,1.75,3.0,3.0,3.0,5.0,3.0,3.4,4.0,5.0,2.0,4.0,3.75,Medium
1169,22,Female,Doctor,Bachelor's (completed),0,Public,Chattogram,4.0,5.0,4.0,5.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.5,3.0,4.0,3.0,5.0,4.0,3.8,2.0,3.0,2.0,3.0,2.5,Low
1170,30,Male,Hospital Administrator,Bachelor's (completed),3,Public,Not Applicable,3.0,4.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,1.25,2.0,3.0,2.0,3.0,2.5,4.0,2.0,2.0,2.0,3.0,2.6,4.0,3.0,3.0,2.0,3.0,Medium
1171,37,Male,Other,Bachelor's (completed),15,Public,Dhaka,5.0,4.0,5.0,4.0,4.5,4.0,3.0,3.0,4.0,3.5,5.0,5.0,5.0,3.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,Medium
1172,52,Female,IT Staff,Bachelor's (completed),28,Private,Dhaka,2.0,2.0,1.0,,1.6666666666666667,5.0,,4.0,4.0,4.333333333333333,4.0,,5.0,5.0,4.666666666666667,3.0,3.0,3.0,3.0,4.0,3.2,2.0,2.0,2.0,1.0,1.75,Low
1173,37,Male,IT Staff,Postgraduate/Doctoral,15,NGO/Other,Semi-Urban,5.0,5.0,4.0,5.0,4.75,3.0,4.0,3.0,3.0,3.25,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.8,5.0,5.0,5.0,4.0,4.75,High
1174,29,Female,Other,Secondary/HSC,7,Private,Dhaka,1.0,2.0,1.0,2.0,1.5,2.0,1.0,2.0,2.0,1.75,4.0,5.0,4.0,4.0,4.25,2.0,3.0,,3.0,2.0,2.5,2.0,1.0,3.0,2.0,2.0,Low
1175,37,Male,IT Staff,Bachelor's (completed),7,Private,Rural,5.0,4.0,4.0,4.0,4.25,2.0,2.0,2.0,1.0,1.75,4.0,3.0,2.0,2.0,2.75,3.0,3.0,3.0,2.0,3.0,2.8,5.0,5.0,4.0,5.0,4.75,High
1176,35,Female,Doctor,Bachelor's (ongoing),14,NGO/Other,Dhaka,2.0,3.0,3.0,3.0,2.75,4.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.5,3.0,5.0,5.0,4.0,4.0,4.2,4.0,4.0,4.0,3.0,3.75,Medium
1177,41,Male,Healthcare Student,Bachelor's (ongoing),1,Public,Semi-Urban,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.75,3.0,,3.0,2.0,3.0,2.75,1.0,1.0,2.0,1.0,1.25,Low
1178,26,Male,Nurse,Secondary/HSC,8,Public,Dhaka,3.0,2.0,3.0,2.0,2.5,3.0,3.0,3.0,2.0,2.75,2.0,2.0,4.0,3.0,2.75,2.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,Medium
1179,40,Male,Doctor,Postgraduate/Doctoral,10,NGO/Other,Dhaka,5.0,5.0,5.0,,5.0,3.0,5.0,5.0,4.0,4.25,,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.6,3.0,4.0,5.0,4.0,4.0,High
1180,35,Male,Hospital Administrator,Bachelor's (completed),6,NGO/Other,Chattogram,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.25,4.0,3.0,,2.0,3.0,3.0,4.0,4.0,5.0,5.0,4.5,High
1181,49,Female,Other,Bachelor's (completed),23,Private,Rural,1.0,2.0,1.0,1.0,1.25,2.0,1.0,1.0,2.0,1.5,3.0,3.0,4.0,4.0,3.5,3.0,3.0,3.0,3.0,4.0,3.2,4.0,4.0,2.0,4.0,3.5,Medium
1182,31,Male,Nurse,Bachelor's (ongoing),2,Public,Other Urban,3.0,2.0,2.0,1.0,2.0,,3.0,,3.0,3.0,5.0,4.0,4.0,,4.333333333333333,2.0,3.0,4.0,4.0,3.0,3.2,4.0,4.0,3.0,3.0,3.5,Medium
1183,37,Male,Nurse,Secondary/HSC,15,Not Applicable,Semi-Urban,,3.0,1.0,3.0,2.3333333333333335,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.75,2.0,2.0,2.0,1.0,2.0,1.8,2.0,2.0,2.0,2.0,2.0,Low
1184,47,Male,Doctor,Postgraduate/Doctoral,24,Private,Dhaka,5.0,4.0,5.0,5.0,4.75,4.0,5.0,4.0,,4.333333333333333,2.0,2.0,1.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,4.4,1.0,1.0,2.0,1.0,1.25,Low
1185,25,Male,Doctor,Bachelor's (ongoing),1,Private,Dhaka,1.0,2.0,1.0,2.0,1.5,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.75,4.0,2.0,2.0,1.0,3.0,2.4,1.0,2.0,2.0,1.0,1.5,Low
1186,47,Female,Doctor,Postgraduate/Doctoral,17,Public,Dhaka,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,2.0,2.0,1.0,,1.6666666666666667,5.0,3.0,4.0,4.0,3.0,3.8,3.0,4.0,3.0,4.0,3.5,Medium
1187,38,Male,Healthcare Student,Secondary/HSC,0,Private,Semi-Urban,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.5,3.0,3.0,3.0,2.0,2.75,3.0,2.0,1.0,2.0,3.0,2.2,2.0,2.0,3.0,2.0,2.25,Low
1188,24,Other/Prefer not to say,Healthcare Student,Bachelor's (ongoing),0,Not Applicable,Dhaka,2.0,3.0,4.0,2.0,2.75,2.0,,2.0,3.0,2.3333333333333335,,1.0,,3.0,2.0,4.0,5.0,5.0,4.0,4.0,4.4,5.0,5.0,5.0,5.0,5.0,High
1189,30,Male,Doctor,Postgraduate/Doctoral,4,NGO/Other,Dhaka,3.0,3.0,4.0,3.0,3.25,5.0,5.0,4.0,5.0,4.75,3.0,2.0,2.0,2.0,2.25,2.0,2.0,1.0,2.0,2.0,1.8,2.0,2.0,3.0,3.0,2.5,Low
1190,39,Female,Nurse,Bachelor's (completed),9,Private,Other Urban,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.5,4.0,4.0,4.0,3.0,3.75,5.0,5.0,5.0,5.0,4.0,4.8,3.0,4.0,3.0,3.0,3.25,Medium
1191,24,Male,Doctor,Postgraduate/Doctoral,0,Private,Other Urban,5.0,4.0,5.0,5.0,4.75,3.0,3.0,,4.0,3.3333333333333335,2.0,2.0,3.0,3.0,2.5,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,3.25,Medium
1192,36,Male,Doctor,Postgraduate/Doctoral,6,Private,Chattogram,2.0,3.0,3.0,2.0,2.5,5.0,4.0,5.0,4.0,4.5,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.8,3.0,3.0,4.0,2.0,3.0,Medium
1193,31,Female,Hospital Administrator,Bachelor's (ongoing),5,Private,Dhaka,1.0,2.0,1.0,2.0,1.5,5.0,4.0,5.0,4.0,4.5,2.0,2.0,2.0,3.0,2.25,3.0,3.0,5.0,3.0,4.0,3.6,4.0,3.0,2.0,3.0,3.0,Medium
1194,37,Female,IT Staff,Bachelor's (completed),19,Public,Chattogram,5.0,4.0,5.0,5.0,4.75,4.0,4.0,3.0,4.0,3.75,4.0,4.0,4.0,5.0,4.25,5.0,3.0,5.0,5.0,3.0,4.2,5.0,4.0,4.0,5.0,4.5,High
1195,24,Female,IT Staff,Postgraduate/Doctoral,0,Public,Semi-Urban,2.0,4.0,3.0,4.0,3.25,3.0,3.0,3.0,4.0,3.25,,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium
1196,44,Male,Nurse,Postgraduate/Doctoral,16,Public,Dhaka,5.0,3.0,5.0,4.0,4.25,3.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.5,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,3.75,Medium
1197,51,Male,Hospital Administrator,Bachelor's (completed),21,Private,Semi-Urban,2.0,1.0,1.0,2.0,1.5,5.0,5.0,4.0,4.0,4.5,4.0,4.0,3.0,4.0,3.75,2.0,2.0,2.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1.0,Low
1198,50,Female,Doctor,Bachelor's (completed),25,Public,Dhaka,1.0,2.0,1.0,2.0,1.5,3.0,2.0,3.0,3.0,2.75,4.0,5.0,5.0,4.0,4.5,4.0,3.0,4.0,3.0,4.0,3.6,2.0,1.0,2.0,2.0,1.75,Low
1199,40,Male,Doctor,Postgraduate/Doctoral,14,Public,Rural,4.0,5.0,5.0,5.0,4.75,3.0,2.0,3.0,1.0,2.25,2.0,2.0,3.0,3.0,2.5,,3.0,2.0,2.0,3.0,2.5,5.0,5.0,4.0,5.0,4.75,High
1200,26,Female,Other,Bachelor's (ongoing),4,NGO/Other,Rural,2.0,3.0,1.0,1.0,1.75,3.0,3.0,3.0,4.0,3.25,3.0,4.0,4.0,4.0,3.75,2.0,2.0,2.0,1.0,,1.75,2.0,2.0,1.0,1.0,1.5,Low
1201,40,Female,Healthcare Student,Bachelor's (ongoing),1,Not Applicable,Dhaka,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,2.75,4.0,4.0,5.0,5.0,4.5,2.0,1.0,2.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,Low
1202,23,Female,Other,Bachelor's (ongoing),2,Public,Chattogram,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.5,4.0,4.0,4.0,3.0,3.75,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.5,Low
1203,23,Female,Other,Bachelor's (ongoing),0,Public,Chattogram,2.0,3.0,3.0,2.0,2.5,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.75,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.5,Low
1204,31,Female,IT Staff,Bachelor's (completed),5,Private,Rural,4.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.5,3.0,2.0,,3.0,2.6666666666666665,4.0,4.0,5.0,5.0,4.0,4.4,3.0,3.0,3.0,5.0,3.5,Medium
1205,34,Male,Other,Bachelor's (ongoing),9,Public,Other Urban,3.0,2.0,3.0,2.0,2.5,3.0,5.0,3.0,4.0,3.75,5.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,,3.0,2.5,2.0,2.0,3.0,2.0,2.25,Low
1206,40,Male,Nurse,Secondary/HSC,14,Private,Other Urban,3.0,2.0,2.0,2.0,2.25,1.0,3.0,3.0,2.0,2.25,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.4,2.0,1.0,3.0,3.0,2.25,Low
1207,38,Female,Doctor,Bachelor's (ongoing),14,Private,Dhaka,3.0,3.0,2.0,2.0,2.5,4.0,4.0,3.0,4.0,3.75,4.0,5.0,4.0,4.0,4.25,4.0,4.0,,5.0,5.0,4.5,3.0,2.0,3.0,1.0,2.25,Low
1208,33,Male,Doctor,Postgraduate/Doctoral,9,Public,Dhaka,4.0,3.0,3.0,,3.3333333333333335,,2.0,1.0,2.0,1.6666666666666667,3.0,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,3.0,3.75,2.0,3.0,3.0,1.0,2.25,Low
1209,30,Male,Doctor,Bachelor's (completed),4,Private,Semi-Urban,5.0,5.0,5.0,2.0,4.25,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.5,4.0,4.0,5.0,4.0,4.0,4.2,3.0,3.0,2.0,3.0,2.75,Medium
1210,57,Male,Doctor,Bachelor's (completed),28,Public,Other Urban,2.0,2.0,2.0,1.0,1.75,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.75,4.0,3.0,5.0,3.0,4.0,3.8,3.0,3.0,3.0,4.0,3.25,Medium
1211,33,Female,Nurse,Bachelor's (completed),9,Private,Semi-Urban,3.0,1.0,3.0,3.0,2.5,1.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,2.25,4.0,5.0,5.0,4.0,4.0,4.4,2.0,3.0,2.0,4.0,2.75,Medium
1212,33,Female,IT Staff,Bachelor's (completed),10,Public,Rural,4.0,5.0,4.0,5.0,4.5,2.0,1.0,1.0,2.0,1.5,4.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,4.6,5.0,4.0,4.0,5.0,4.5,High
1213,27,Female,Healthcare Student,Bachelor's (completed),1,Public,Other Urban,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.5,Low
1214,41,Male,Hospital Administrator,Postgraduate/Doctoral,24,Public,Other Urban,5.0,5.0,5.0,4.0,4.75,2.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,4.0,4.75,3.0,3.0,2.0,2.0,3.0,2.6,4.0,3.0,3.0,3.0,3.25,Medium
1215,38,Male,Doctor,Postgraduate/Doctoral,8,NGO/Other,Rural,5.0,5.0,4.0,5.0,4.75,5.0,5.0,,5.0,5.0,3.0,3.0,4.0,3.0,3.25,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.5,High
1216,28,Male,Healthcare Student,Bachelor's (ongoing),1,Public,Semi-Urban,4.0,4.0,4.0,3.0,3.75,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.75,,2.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,5.0,4.0,High
1217,25,Male,Nurse,Bachelor's (ongoing),6,Public,Rural,3.0,3.0,5.0,3.0,3.5,4.0,4.0,4.0,,4.0,3.0,3.0,4.0,3.0,3.25,3.0,2.0,3.0,3.0,2.0,2.6,1.0,1.0,1.0,1.0,1.0,Low
1218,38,Female,Doctor,Bachelor's (ongoing),12,Public,Not Applicable,3.0,2.0,3.0,1.0,2.25,3.0,3.0,3.0,2.0,2.75,5.0,5.0,5.0,5.0,5.0,,3.0,3.0,3.0,4.0,3.25,5.0,4.0,5.0,4.0,4.5,High
1219,38,Female,Nurse,Bachelor's (ongoing),10,Private,Chattogram,2.0,2.0,2.0,2.0,2.0,,2.0,,4.0,3.0,2.0,2.0,2.0,3.0,2.25,3.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.75,Low
1220,30,Male,Nurse,Bachelor's (ongoing),3,Public,Semi-Urban,2.0,2.0,2.0,4.0,2.5,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,3.0,3.25,3.0,3.0,2.0,2.0,2.0,2.4,3.0,4.0,4.0,5.0,4.0,High
1221,48,Male,Nurse,Bachelor's (ongoing),25,NGO/Other,Semi-Urban,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.25,Low
1222,27,Male,Healthcare Student,Bachelor's (ongoing),0,NGO/Other,Dhaka,4.0,3.0,4.0,4.0,3.75,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.5,3.0,3.0,3.0,2.0,3.0,2.8,1.0,2.0,1.0,2.0,1.5,Low
1223,33,Female,Healthcare Student,Bachelor's (ongoing),1,Private,Other Urban,2.0,3.0,2.0,3.0,2.5,3.0,3.0,3.0,4.0,3.25,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.6,2.0,2.0,2.0,2.0,2.0,Low
1224,48,Female,IT Staff,Bachelor's (ongoing),25,Private,Chattogram,3.0,2.0,3.0,3.0,2.75,5.0,4.0,4.0,4.0,4.25,3.0,2.0,2.0,3.0,2.5,2.0,2.0,2.0,2.0,3.0,2.2,2.0,3.0,2.0,2.0,2.25,Low
1225,33,Male,Doctor,Postgraduate/Doctoral,13,Public,Chattogram,5.0,2.0,4.0,3.0,3.5,2.0,3.0,2.0,3.0,2.5,4.0,3.0,3.0,3.0,3.25,,2.0,2.0,2.0,,2.0,5.0,3.0,3.0,2.0,3.25,Medium
1226,37,Female,Healthcare Student,Bachelor's (ongoing),0,Not Applicable,Dhaka,4.0,3.0,2.0,4.0,3.25,5.0,4.0,5.0,3.0,4.25,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,4.4,3.0,4.0,3.0,4.0,3.5,Medium
1227,32,Male,IT Staff,Bachelor's (ongoing),6,Not Applicable,Semi-Urban,1.0,,1.0,2.0,1.3333333333333333,,5.0,4.0,3.0,4.0,3.0,3.0,,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.8,3.0,1.0,2.0,2.0,2.0,Low
1228,30,Male,Doctor,Secondary/HSC,5,Public,Semi-Urban,1.0,1.0,1.0,1.0,1.0,4.0,,2.0,4.0,3.3333333333333335,4.0,4.0,5.0,5.0,4.5,3.0,1.0,2.0,3.0,4.0,2.6,3.0,2.0,2.0,2.0,2.25,Low
